item_code,name,units,mrp,cost,stock
100118366.0,Lux Soap 120G Lily Flaw Less Skin,OUT,15.5,0.0,23.0
100118852.0,Lux Soap 120G Rose Glowing Skin,PCS,3.0,0.0,35.0
100118852.0,Lux Soap 120G Rose Glowing Skin,OUT,15.5,0.0,35.0
100119132.0,Lux Soap 75Gm Glowing Skin Rose,PCS,2.5,0.0,10.0
100119132.0,Lux Soap 75Gm Glowing Skin Rose,OUT,11.95,0.0,10.0
100119159.0,Lux Soap 170G Lily Flaw Less Skin,PCS,4.5,0.0,18.0
100119159.0,Lux Soap 170G Lily Flaw Less Skin,OUT,22.95,0.0,18.0
100119199.0,Lux Soap Gardenia 75Gm Nourished Skin,PCS,1.95,0.0,11.0
100119199.0,Lux Soap Gardenia 75Gm Nourished Skin,OUT,13.5,0.0,11.0
100119200.0,Lux Soap  75Gm Romantic Hibiscus,PCS,2.25,0.0,0.0
100119200.0,Lux Soap  75Gm Romantic Hibiscus,OUT,12.0,0.0,0.0
100120180.0,Lux Soap  170Gm Magical Orchid,PCS,4.5,0.0,46.0
100120180.0,Lux Soap  170Gm Magical Orchid,OUT,22.95,0.0,46.0
100120780.0,Lux Soap 170G Romantic Hibiscus,PCS,4.5,0.0,35.0
100120780.0,Lux Soap 170G Romantic Hibiscus,OUT,22.95,0.0,35.0
100120782.0,Lux Soap 170G Glowing Skin Rose,PCS,4.5,0.0,9.0
100120782.0,Lux Soap 170G Glowing Skin Rose,OUT,22.95,0.0,9.0
100121475.0,Dove Soap 100Gm Go Fresh Revigorizante,OUT,13.5,0.0,0.0
100121475.0,Dove Soap 100Gm Go Fresh Revigorizante,PCS,3.99,0.0,0.0
100121476.0,Dove Soap 100Gm Original,OUT,10.0,0.0,0.0
100121476.0,Dove Soap 100Gm Original,PCS,3.0,0.0,0.0
100121866.0,Dettol Soap 110Gm Original,OUT,10.5,0.0,8.0
100121866.0,Dettol Soap 110Gm Original,PCS,3.5,0.0,8.0
100121867.0,Dettol Soap 110Gm Fresh,OUT,10.5,0.0,16.0
100121867.0,Dettol Soap 110Gm Fresh,PCS,3.5,0.0,16.0
100121868.0,Dettol Soap 110Gm Skincare,OUT,10.5,0.0,9.0
100121868.0,Dettol Soap 110Gm Skincare,PCS,3.5,0.0,9.0
100121967.0,Lux Soap 170Gm Tempting Musk,OUT,22.95,0.0,19.0
100121967.0,Lux Soap 170Gm Tempting Musk,PCS,4.5,0.0,19.0
100123372.0,Yardley Soap 100Gm Morning Fresh,PCS,4.0,0.0,0.0
100123373.0,Yardley Soap 100Gm English Lavender,PCS,4.0,0.0,0.0
100125300.0,Nila Herbal Soap 75Gm Papaya& Aloe Vera,PCS,4.0,0.0,5.0
100125301.0,Nila Herbal Soap 75Gm Sandal & Honey,PCS,3.0,0.0,11.0
100126710.0,Lux Soap 75Gm Radiant Skin Jasmine,PCS,2.5,0.0,14.0
100126710.0,Lux Soap 75Gm Radiant Skin Jasmine,OUT,12.5,0.0,14.0
100128469.0,Dove Soap 160Gm  Beauty Cream+Free Showe,PCS,5.5,0.0,0.0
100129637.0,Kps Mark Ayurvedamix Manjal Soap 75Gm,PCS,2.5,0.0,0.0
100130171.0,Oliva Soap 120Gm Essense Of Olive,PCS,2.5,0.0,5.0
100133450.0,Dove Soap 125Gm Pink,PCS,5.5,0.0,24.0
100133450.0,Dove Soap 125Gm Pink,OUT,20.0,0.0,24.0
100133451.0,Dove Soap 125Gm White,PCS,5.5,0.0,5.0
100133451.0,Dove Soap 125Gm White,OUT,20.0,0.0,5.0
100135438.0,Dove Soap 160Gm Oil Control Ksa,PCS,6.99,0.0,34.0
100135438.0,Dove Soap 160Gm Oil Control Ksa,OUT,24.99,0.0,34.0
100135439.0,Dove Soap 160Gm Relaxing Ksa,PCS,6.99,0.0,4.0
100135439.0,Dove Soap 160Gm Relaxing Ksa,OUT,24.99,0.0,4.0
100135557.0,Dove Soap 125Gm Shea Butter&Vanilla,OUT,26.95,0.0,6.0
100135557.0,Dove Soap 125Gm Shea Butter&Vanilla,PCS,7.95,0.0,6.0
100135912.0,Dove Soap 125Gm Restoring Coconut Milk &,OUT,26.95,0.0,12.0
100135912.0,Dove Soap 125Gm Restoring Coconut Milk &,PCS,7.95,0.0,12.0
100136679.0,Dove Soap 125G Cool Moisture Cucumber& G,OUT,24.95,0.0,11.0
100136679.0,Dove Soap 125G Cool Moisture Cucumber& G,PCS,6.5,0.0,11.0
100137117.0,Limon Soap 120Gm Lemon,PCS,1.95,0.0,0.0
100137800.0,Dettol Soap 165Gm Zing,OUT,17.5,0.0,11.0
100137800.0,Dettol Soap 165Gm Zing,PCS,4.75,0.0,11.0
100137818.0,Dettol Soap Hydra Cool 165Gm Cucumber,OUT,17.5,0.0,4.0
100137818.0,Dettol Soap Hydra Cool 165Gm Cucumber,PCS,5.0,0.0,4.0
100138161.0,Orchid Beauty Soap 120Gm,PCS,2.5,0.0,16.0
100138161.0,Orchid Beauty Soap 120Gm,OUT,12.0,0.0,16.0
100138536.0,Nila Ayurvedic Soap 75Gm Arabian Oudh,PCS,3.5,0.0,7.0
100138898.0,Lux Soap 120Gm Magical Orchid,PCS,3.5,0.0,0.0
100138898.0,Lux Soap 120Gm Magical Orchid,OUT,17.5,0.0,0.0
100139580.0,Dove Soap 160Gm Cool Moisture,PCS,6.95,0.0,0.0
100139580.0,Dove Soap 160Gm Cool Moisture,OUT,24.95,0.0,0.0
100139692.0,Dettol Soap 110Gm Cool,OUT,12.0,0.0,0.0
100139692.0,Dettol Soap 110Gm Cool,PCS,3.5,0.0,0.0
100141226.0,Himalaya Soap 125Gm Jasmine Moisture Ric,PCS,2.5,0.0,16.0
100141226.0,Himalaya Soap 125Gm Jasmine Moisture Ric,OUT,14.99,0.0,16.0
100141317.0,Dove Soap 125Gm Pomegranate & Lemon Verb,OUT,22.5,0.0,12.0
100141317.0,Dove Soap 125Gm Pomegranate & Lemon Verb,PCS,6.5,0.0,12.0
100141788.0,Hamam Soap 150Gm Pure Neem Oil,PCS,3.5,0.0,0.0
100141803.0,Dove Soap 90Gm Pink,PCS,3.5,0.0,0.0
100143252.0,Hamam Soap (3X150Gm)+100Gm Pure Neem Oil,PCS,12.5,0.0,0.0
100143701.0,Dettol Soap 120Gm Zing,PCS,3.5,0.0,12.0
100143701.0,Dettol Soap 120Gm Zing,OUT,12.0,0.0,12.0
100143701.0,Dettol Soap 120Gm Zing,PKT,15.5,0.0,12.0
100143702.0,Dettol Soap 120Gm Hydra Cool,PCS,3.5,0.0,0.0
100143702.0,Dettol Soap 120Gm Hydra Cool,OUT,12.0,0.0,0.0
100143863.0,Glo Beauty Soap 170Gm  Almond,PCS,3.0,0.0,0.0
100143863.0,Glo Beauty Soap 170Gm  Almond,OUT,14.5,0.0,0.0
100143864.0,Glo Beauty Soap 170Gm Jasmine,OUT,14.5,0.0,4.0
100143864.0,Glo Beauty Soap 170Gm Jasmine,PCS,3.0,0.0,4.0
100143865.0,Glo Beauty Soap 170Gm Rose,OUT,14.5,0.0,1.0
100143865.0,Glo Beauty Soap 170Gm Rose,PCS,3.0,0.0,1.0
100143866.0,Glo Beauty Soap 170G Lemon,OUT,14.5,0.0,0.0
100143866.0,Glo Beauty Soap 170G Lemon,PCS,3.0,0.0,0.0
100143867.0,Glo Beauty Soap 170Gm Milk Cream,OUT,14.5,0.0,5.0
100143867.0,Glo Beauty Soap 170Gm Milk Cream,PCS,3.0,0.0,5.0
100143868.0,Glo Beauty Soap 170Gm Olive,OUT,14.5,0.0,4.0
100143868.0,Glo Beauty Soap 170Gm Olive,PCS,3.0,0.0,4.0
100147205.0,Medimix Soap 5X125Gm Natural Glycerine S,PCS,17.5,0.0,3.0
100147206.0,Medimix Soap 5X125Gm Sandal Special Offe,PCS,17.5,0.0,3.0
100151310.0,Miss Paris Beauty Soap Passion 120Gm,PCS,2.0,0.0,0.0
100151310.0,Miss Paris Beauty Soap Passion 120Gm,OUT,8.0,0.0,0.0
100151311.0,Miss Paris Beauty Soap Radiance 120Gm,OUT,8.0,0.0,0.0
100151311.0,Miss Paris Beauty Soap Radiance 120Gm,PCS,2.0,0.0,0.0
100154641.0,Maharanee Acne Soap 100G Aloevera,PCS,4.5,0.0,3.0
100155033.0,Neem Mix Ayurvedic Soap,PCS,3.5,0.0,0.0
100156257.0,Safeguard Soap 125Gm Floral Pink With Al,PCS,3.5,0.0,6.0
100157917.0,Glo Beauty Soap 120Gm Olive,OUT,8.95,0.0,6.0
100157917.0,Glo Beauty Soap 120Gm Olive,PCS,2.0,0.0,6.0
100158948.0,Himalaya Soap 125Gm Rose Moisture Rich,PCS,3.0,0.0,7.0
100158948.0,Himalaya Soap 125Gm Rose Moisture Rich,OUT,12.5,0.0,7.0
100159196.0,Dove Soap 90Gm Sensitive Skin,PCS,3.5,0.0,0.0
100159196.0,Dove Soap 90Gm Sensitive Skin,OUT,13.5,0.0,0.0
100161720.0,Yardley Soap 6X100Gm Asstd,PCS,19.99,0.0,0.0
100161970.0,Fiowa Soap 125Gm Milky White Soap,PCS,2.5,0.0,10.0
100161970.0,Fiowa Soap 125Gm Milky White Soap,OUT,9.95,0.0,10.0
100161971.0,Fiowa Soap 125Gm Creamy Rose Soap,PCS,2.5,0.0,0.0
100161971.0,Fiowa Soap 125Gm Creamy Rose Soap,OUT,9.95,0.0,0.0
100163612.0,Miss Sweet Soap 100Gm Aloe Vera,PCS,4.75,0.0,11.0
100167817.0,Dove Soap 90Gm Restoring Bluefig&Orange,OUT,9.95,0.0,0.0
100167817.0,Dove Soap 90Gm Restoring Bluefig&Orange,PCS,3.5,0.0,0.0
100167851.0,Dove Soap 90Gm Relaxing Coconut Milk&Jas,OUT,9.95,0.0,0.0
100167851.0,Dove Soap 90Gm Relaxing Coconut Milk&Jas,PCS,3.5,0.0,0.0
100168316.0,Alchimia Vegetal Soap 100Gm Oud,PCS,13.95,0.0,0.0
100168317.0,Alchimia Vegetal Soap 100Gm Rose,PCS,12.0,0.0,4.0
100168319.0,Alchimia Vegetal Soap 100Gm Lavander,PCS,12.0,0.0,0.0
100168320.0,Alchimia Vegetal Soap 100Gm Lemon,PCS,12.0,0.0,0.0
100168321.0,Alchimia Vegetal Soap 100Gm White Musk,PCS,13.95,0.0,4.0
100173606.0,Glo Beauty Soap 120Gm Rose,OUT,8.95,0.0,6.0
100173606.0,Glo Beauty Soap 120Gm Rose,PCS,2.0,0.0,6.0
100173607.0,Glo Beauty Soap 120Gm Jasmine,OUT,8.95,0.0,24.0
100173607.0,Glo Beauty Soap 120Gm Jasmine,PCS,2.0,0.0,24.0
100175438.0,Dabur Soap 150G Gulabari Radiant Rose,PCS,4.5,0.0,1.0
100184177.0,Kerala Sandal Soap 125Gm,PCS,3.5,0.0,1.0
100184178.0,Thril White Soap 125Gm,PCS,3.5,0.0,0.0
100186512.0,Jergens Soap 6X125Gm Antibacterial,PCS,12.95,0.0,-1.0
100188964.0,Luv Soap 125Gm Classic Serene Mist,PCS,2.5,0.0,0.0
100188964.0,Luv Soap 125Gm Classic Serene Mist,OUT,10.0,0.0,0.0
100188965.0,Luv Soap 125Gm Aqua Cool,PCS,2.5,0.0,18.0
100188965.0,Luv Soap 125Gm Aqua Cool,OUT,10.0,0.0,18.0
100188967.0,Luv Soap 125Gm Lime Refresh,PCS,2.5,0.0,0.0
100188967.0,Luv Soap 125Gm Lime Refresh,OUT,10.0,0.0,0.0
100188968.0,Luv Soap 125Gm Jasmine Breeze,PCS,2.5,0.0,12.0
100188968.0,Luv Soap 125Gm Jasmine Breeze,OUT,10.0,0.0,12.0
100190401.0,Dr.Bill Whitening Soap 125Gm Vitamin E,PCS,8.95,0.0,8.0
100190402.0,Dr.Bill Whitening Soap 125Gm Papaya+ Hon,PCS,8.95,0.0,2.0
100190403.0,Dr.Bill Whitening Soap 135Gm Kojic Acid,PCS,8.95,0.0,1.0
100195666.0,Medimix Soap 5X125Gm Turmeric&Argan Spec,PCS,19.5,0.0,6.0
100207993.0,Dove Soap 4X75Gm Pink,PCS,10.95,0.0,4.0
100207994.0,Dove Soap 4X75Gm Beauty Cream,PCS,10.95,0.0,4.0
100211041.0,Nila Soap 75Gm Lime,PCS,3.5,0.0,11.0
100211703.0,K.P.Namboodiris Vettiveer Herbal Soap 75,PCS,2.75,0.0,11.0
100211705.0,Sitaram Ayurveda Eladi Soap 75Gm,PCS,3.95,0.0,6.0
100211706.0,Sitaram Ayurveda Lakshadi Soap 75Gm,PCS,3.95,0.0,6.0
100002799.0,Dove Body Wash 250Ml Coconut Milk,PCS,21.0,0.0,0.0
100002810.0,Lifebuoy Body Wash 300Ml Nature,PCS,15.75,0.0,0.0
100002811.0,Lifebuoy Body Wash 300Ml Cool Fresh,PCS,6.99,0.0,0.0
100002812.0,Lifebuoy Body Wash 300Ml Vita Protect,PCS,15.75,0.0,0.0
100002815.0,Lifebuoy Body Wash 300Ml Fresh,PCS,19.45,0.0,0.0
100002816.0,Lifebuoy Body Wash 300Ml Total10,PCS,18.0,0.0,5.0
100002820.0,Lux Body Wash 250Ml Wake Me Up,PCS,12.6,0.0,0.0
100002821.0,Lux Body Wash 250Ml Magical Beauty,PCS,12.5,0.0,0.0
100002822.0,Lux Body Wash 250Ml Secret Bliss,PCS,12.5,0.0,0.0
100010985.0,Lifebuoy Body Wash 300Ml Lemon Fresh,PCS,18.0,0.0,0.0
100011057.0,"Dove Men+Care Body,Face&Hair Wash 400",PCS,17.95,0.0,3.0
100012863.0,Dove Body Wash 250Ml Sensitive Skin,PCS,18.9,0.0,0.0
100012864.0,Lifebuoy Body Wash 300Ml Mild Care,PCS,18.0,0.0,0.0
100012865.0,Lux Body Wash 250Ml Sweet Embrace,PCS,12.6,0.0,0.0
100012866.0,Lux Body Wash 250Ml Soft Touch,PCS,12.75,0.0,0.0
100012867.0,Lux Body Wash 250Ml Velvet Touch,PCS,12.5,0.0,0.0
100012868.0,Lux Body Wash 250Ml Silk Sensation,PCS,12.6,0.0,0.0
100012901.0,Lux Body Wash 500Ml Velvet Touch,PCS,21.0,0.0,0.0
100012902.0,Lux Body Wash 500Ml Sweet Embrace,PCS,22.5,0.0,0.0
100012903.0,Lux Body Wash 500Ml Magical Beauty,PCS,21.0,0.0,0.0
100012904.0,Lux Body Wash 500Ml Soft Touch,PCS,19.45,0.0,0.0
100021875.0,Safeguard Body Wash 200Ml Pure White,PCS,15.75,0.0,0.0
100021956.0,Dove Body Wash 250Ml Deeply Nourishing,PCS,16.0,0.0,2.0
100024498.0,Lifebuoy Body Wash 500Ml Nature,PCS,23.1,0.0,0.0
100024499.0,Lifebuoy Body Wash 500Ml Mild Care,PCS,23.1,0.0,0.0
100024519.0,Dove Body Wash 250Ml Reviving Pomegranat,PCS,19.95,0.0,5.0
100024528.0,Dettol Body Wash 250Ml Cool,PCS,15.5,0.0,0.0
100024603.0,Vaka Powder 35Gm,PCS,3.95,0.0,0.0
100026665.0,Dove Body Wash 250Ml Refreshing Cucumber,PCS,19.95,0.0,0.0
100026684.0,Lux Body Wash 500Ml Silk Sensation,PCS,21.0,0.0,0.0
100026685.0,Lux Body Wash 500Ml Secret Bliss,PCS,22.5,0.0,0.0
100026687.0,Dove Body Wash 250Ml Nutrium Moisture,PCS,21.0,0.0,0.0
100028278.0,Lux Body Wash 250Ml Dream Delight,PCS,12.6,0.0,0.0
100029229.0,Johnson`S Body Wash 250Ml Papaya Vita Ri,PCS,16.5,0.0,0.0
100029236.0,Lifebuoy Body Wash 500Ml Total 10,PCS,23.1,0.0,0.0
100035647.0,Dove Body Wash 500Ml Refreshing,PCS,24.95,0.0,3.0
100035648.0,Dove Body Wash 500Ml Deeply Nourishing,PCS,24.95,0.0,0.0
100077641.0,Lux Body Wash 250Ml Soft Rose,PCS,12.75,0.0,0.0
100080494.0,Lux Body Wash 250Ml Velvet Jasmine,OUT,14.5,0.0,0.0
100080494.0,Lux Body Wash 250Ml Velvet Jasmine,PCS,12.0,0.0,0.0
100091047.0,Sebamed Baby Wash 400Ml Extra Soft,PCS,18.95,0.0,0.0
100108049.0,Dove Body Wash 250Ml Avocado,PCS,15.5,0.0,0.0
100110210.0,Lux Bw Euphoria 250Ml Soft Rose,PCS,12.5,0.0,5.0
100110210.0,Lux Bw Euphoria 250Ml Soft Rose,OUT,20.0,0.0,5.0
100110211.0,Lux Bw Euphoria 250Ml Velvet Jasmine,PCS,12.0,0.0,2.0
100110212.0,Lux Bw Euphoria 250Ml Romantic Hibiscus,PCS,12.5,0.0,5.0
100110213.0,Lux Bw Euphoria 250Ml Sweet Dahlia,PCS,12.5,0.0,0.0
100110214.0,Lux Bw Euphoria 250Ml Silk Gardenia,PCS,13.0,0.0,0.0
100110215.0,Lux Bw Euphoria 250Ml Magical Orchid,PCS,12.0,0.0,0.0
100110221.0,Lux Bw Euphoria 500Ml Magical Orchid,PCS,18.5,0.0,3.0
100120202.0,Dove Body Wash 250Ml Restoring Ritual,PCS,19.95,0.0,0.0
100125422.0,Yardley Men Body Wash Gentleman 180Ml Cl,PCS,12.95,0.0,7.0
100125423.0,Yardley Men Body Wash Urbane 180Ml,PCS,12.95,0.0,4.0
100125424.0,Yardley Men Body Wash Legacy 180Ml,PCS,12.95,0.0,0.0
100134450.0,Bsc Face & Body Wash 200Ml Refreshing,PCS,24.5,0.0,0.0
100134451.0,Bsc Face & Body Wash 200Ml Moisturising,PCS,26.5,0.0,0.0
100136970.0,Dove Body Wash 500Ml Nourishing Secrets,PCS,19.95,0.0,4.0
100165236.0,Earthgenix Body Wash 1000Ml Green Apple,PCS,12.95,0.0,0.0
100165237.0,Earthgenix Body Wash 1000Ml Orange Peel,PCS,12.95,0.0,0.0
100168872.0,Dove Body Wash 500Ml Nourishing Secrets,PCS,19.5,0.0,0.0
100181706.0,Parachute Body Wash 400Ml Biocollagen,PCS,16.5,0.0,5.0
100181708.0,Parachute Body Wash 400Ml Retiol,PCS,16.5,0.0,5.0
100181710.0,Parachute Body Wash 400Ml Vitamin C,PCS,16.5,0.0,2.0
100181711.0,Parachute Body Wash 400Ml Vitamin E,PCS,16.5,0.0,0.0
100186573.0,Yardley Men Body Wash 650Ml Urbane(500Ml,PCS,22.95,0.0,0.0
100186574.0,Yardley Men Body Wash 650Ml Legacy(500Ml,PCS,22.95,0.0,0.0
100191575.0,Dove Body Wash 200Ml Deeply Nourishing,PCS,12.95,0.0,2.0
100197721.0,Yardley Men Body Wash 650Ml Classic,PCS,22.95,0.0,0.0
100199391.0,"Dove Men+Care Body,Face&Hair Wash 400Ml",PCS,17.95,0.0,0.0
100007619.0,Best Body Bath Loofa  Big,PCS,8.4,0.0,0.0
100009077.0,Kitchenmark Bath Leef-1871,PCS,2.65,0.0,0.0
100009078.0,Kitchenmark Bath Leaf 04675,PCS,5.0,0.0,4.0
100009079.0,Kitchenmark Bath Sponge-5089,PCS,3.15,0.0,0.0
100009080.0,Kitchenmark Bathing Spong-3768(Haoda),PCS,7.0,0.0,0.0
100014756.0,Bath Loofah With Handle,PCS,5.5,0.0,0.0
100015658.0,Bath Loofah Long,PCS,3.5,0.0,1.0
100015659.0,Bath Loofah,PCS,2.5,0.0,0.0
100016760.0,Kitchenmark Bath Ball-9949,PCS,6.0,0.0,5.0
100017625.0,Kitchenmark Bath Loofah Med 3351,PCS,14.0,0.0,0.0
100017850.0,Kitchen Mark Bath Leah Big 04672,PCS,7.5,0.0,0.0
100017874.0,Fennifer Bath Ball F0118Pvc,PCS,4.2,0.0,0.0
100018382.0,Kitchenmark Bath Spong-9983,PCS,5.25,0.0,0.0
100018383.0,Kitchenmark Bath Leaf Scrubber-3761,PCS,6.3,0.0,0.0
100020013.0,Kitchenmark Bath Loofah 04673,PCS,6.5,0.0,6.0
100023121.0,Kitchenmark Bath Ball-9984,PCS,6.3,0.0,0.0
100023122.0,Fennifex Bath Flower F018 1870,PCS,4.2,0.0,0.0
100026515.0,Kitchenmark Loofa Medium 3353,PCS,10.0,0.0,0.0
100027072.0,Yating Bath Bal Set,PCS,6.3,0.0,0.0
100027073.0,Royalford Bath Sponge Rf5209,PCS,8.4,0.0,0.0
100027074.0,Natural Bath Towel,PCS,4.75,0.0,0.0
100027075.0,Royalford Bath Sponge  Rf5204,PCS,10.0,0.0,0.0
100027076.0,Xpo Bath Scruber,PCS,6.3,0.0,0.0
100029734.0,Xpo Bath Ball 1199,PCS,4.75,0.0,0.0
100029736.0,Xpo Bath Scrub 1194,PCS,6.3,0.0,0.0
100031078.0,Xpo Bath Ball 1205,PCS,6.85,0.0,0.0
100036546.0,Compact Bath Sponge,PCS,7.0,0.0,0.0
100038658.0,Kitchenmark Bath Loofah 4674,PCS,6.5,0.0,0.0
100058790.0,Qingzhi Bath Loofa Round,PCS,4.5,0.0,0.0
100062599.0,Amu Bath Scrub 8335,PCS,3.0,0.0,0.0
100066990.0,Dannijia Colour Bath Ball,PCS,3.5,0.0,0.0
100070079.0,Kitchenmark Bath Ball 40389,PCS,6.0,0.0,0.0
100070337.0,Kitchenmark Bath Leaf 40391,PCS,7.9,0.0,0.0
100070502.0,Kitchenmark Bath Leaf 40390,PCS,6.0,0.0,0.0
100070503.0,Kitchenmark Bath Leaf 40388,PCS,6.5,0.0,0.0
100071426.0,Kitchenmark Bath Leaf 40141,PCS,4.5,0.0,0.0
100072065.0,Oaxy Bath Leaf 40142,PCS,6.0,0.0,0.0
100077509.0,Kitchenmark Kitchen Sponge -403697,PCS,5.25,0.0,0.0
100077570.0,Kitchen Mark Bath Sponge 40422,PCS,2.5,0.0,0.0
100077587.0,Cotonet Cotton Wool Ball,PCS,3.7,0.0,0.0
100083787.0,Kitchenmark Bath Leaf 41419,PCS,6.0,0.0,0.0
100083788.0,Kitchenmark Bath Leaf 41415,PCS,5.5,0.0,0.0
100083789.0,Kitchenmark Bath Leaf 41414,PCS,6.5,0.0,0.0
100092066.0,Kitchenmark Bath Leaf 43562,PCS,8.0,0.0,6.0
100092089.0,Kitchenmark Bath Leaf 43561,PCS,5.0,0.0,12.0
100099308.0,Kitchenmark Bath Leaf 43563,PCS,9.0,0.0,4.0
100100028.0,Smile Sponge Ball,PCS,2.5,0.0,0.0
100101244.0,Valentina Bath Loofah Fr005,PCS,3.0,0.0,0.0
100114471.0,Bath Loofa Long G-701,PCS,3.5,0.0,0.0
100127396.0,Oaxy Bath Leaf 3389,PCS,3.5,0.0,0.0
100127683.0,Qingzhi Bath Sponge 2`S 637,PCS,9.0,0.0,0.0
100127716.0,Valentina Bath Loofahyqa112,PCS,3.5,0.0,0.0
100143463.0,Soft Coir Bath Scrubber-1905,PCS,2.65,0.0,0.0
100145680.0,Valentina Colour Bath Ball 92862,PCS,5.8,0.0,0.0
100152566.0,Cala Bath Glove 6`S Asstd Colour,PCS,14.5,0.0,6.0
100154622.0,Kitchenmark Bath Sponge 3535,PCS,4.0,0.0,0.0
100156916.0,Oaxy Bath Leaf 1922,PCS,3.5,0.0,4.0
100156916.0,Oaxy Bath Leaf 1922,OUT,10.0,0.0,4.0
100161611.0,Faaz Bath Sponge Bb-616,PCS,2.5,0.0,0.0
100161669.0,Valentina Bath Leaf Bl702,PCS,5.5,0.0,0.0
100161670.0,Aomuxi Bath Leaf G-773,PCS,5.0,0.0,0.0
100164847.0,Valentina Luxurious Bath Ball Bl70,PCS,5.5,0.0,0.0
100165243.0,Xcluzive Skin Exfoliating Bath & Shower,PCS,13.99,0.0,0.0
100168452.0,Balmy Bath Sponge Medium,PCS,10.99,0.0,1.0
100174655.0,Camon Natural Bath Loofa Cm226,PCS,5.5,0.0,0.0
100183913.0,Kitchenmark Bath Leaf 8145,PCS,7.95,0.0,0.0
100185885.0,Camon Natural Bath Loofa Cm220,PCS,5.5,0.0,5.0
100185886.0,Camon Natural Bath Loofa Cm314,PCS,5.5,0.0,0.0
100185887.0,Tip Top Bath Glove 2114,PCS,5.5,0.0,0.0
100186695.0,Kitchenmark Bath Leaf 8143,PCS,5.0,0.0,0.0
100188797.0,Camon Natural Bath Loofa Cm227,PCS,5.5,0.0,2.0
100192789.0,Junmei Bath Ball 8384,PCS,4.5,0.0,0.0
100192790.0,Henlee Bath Ball Nh3001,PCS,4.0,0.0,0.0
100020595.0,Jieli Shower Cap,PCS,3.5,0.0,0.0
100022410.0,Mirate Shower Cap,PCS,5.25,0.0,0.0
100025718.0,Qjl Shower Cap,PCS,2.65,0.0,0.0
100062022.0,Red Apple Shower Cap Sg3614,PCS,4.2,0.0,0.0
100079522.0,Red Apple Shower Cap Sc03,PCS,5.0,0.0,0.0
100095762.0,Fenfang Shower Cap 9140,PCS,3.0,0.0,0.0
100099917.0,Ao Xiang Eva Shower Cap Ax0016,PCS,3.0,0.0,0.0
100127604.0,Kitchenmark Shower Cap 3362,PCS,5.0,0.0,0.0
100154827.0,Muliya Shower Cap,PCS,2.5,0.0,1.0
100002542.0,Dettol Skincare 250Ml Shower Gel,PCS,19.95,0.0,0.0
100002542.0,Dettol Skincare 250Ml Shower Gel,OUT,10.0,0.0,0.0
100002543.0,Dettol Sensitive 250Ml Shower Gel,PCS,20.5,0.0,0.0
100002545.0,Fa Shower Gel 250Ml Pink Passion,PCS,13.5,0.0,0.0
100008909.0,Fa Shower Cream 250Ml Yoghurt V&H,PCS,13.5,0.0,0.0
100011058.0,Meera Hair Wash Powder 120Gm,PCS,7.5,0.0,4.0
100011213.0,Dettol Body Wash 250Ml Fresh,PCS,9.99,0.0,0.0
100011213.0,Dettol Body Wash 250Ml Fresh,OUT,38.0,0.0,0.0
100012849.0,Nivea Men Shower Gel 250Ml Coolkick,PCS,14.5,0.0,6.0
100012850.0,Nivea Men Shower Gel 250Ml Energy,PCS,13.99,0.0,4.0
100012851.0,Nivea Men Shower Gel 250Ml Vitality Fres,PCS,14.5,0.0,6.0
100012852.0,Nivea Men Shower Gel 250Ml Waterlily &Oi,PCS,14.5,0.0,5.0
100012853.0,Nivea Men Shower Gel 250Ml Pure Impact,PCS,14.0,0.0,5.0
100012854.0,Nivea Shower Cream 250Ml Creme Care,PCS,11.5,0.0,0.0
100012855.0,Nivea Shower Cream 250Ml Creme Coconut,PCS,15.25,0.0,0.0
100012856.0,Nivea Shower Cream 250Ml Creme Soft,PCS,14.95,0.0,3.0
100012871.0,Axe Shower Gel 250Ml Dark Temptation,PCS,15.75,0.0,0.0
100015871.0,Nivea Shower Gel 250Ml Lemongrass&Oil,PCS,14.95,0.0,3.0
100021985.0,Palmolive Shower Gel 250Ml Absolute Rela,PCS,13.5,0.0,0.0
100021986.0,Palmolive Shower Gel 250Ml Mineral Massa,PCS,13.95,0.0,0.0
100021990.0,Pears Shower Gel 250Ml,PCS,13.15,0.0,0.0
100024501.0,Nivea Men Shower Gel 250Ml Powerfruit,PCS,15.5,0.0,3.0
100024509.0,Nivea Men Shower Gel 250Ml Original Care,PCS,11.5,0.0,0.0
100024511.0,Palmolive Shower Cream 250Ml Thermal Spa,PCS,13.95,0.0,0.0
100024513.0,Fa Shower Cream 250Ml Yoghurt Aloe Vera,PCS,14.95,0.0,9.0
100024526.0,Fa Shower Gel 250Ml Active Sport,PCS,13.5,0.0,0.0
100024529.0,Yardley Shower Creme 250Ml English Laven,PCS,14.2,0.0,0.0
100025124.0,Fa Shower Cream 250Ml Cacao Butter&Coco,PCS,10.99,0.0,0.0
100029222.0,Nivea Men Shower Gel 250Ml Silver Protec,PCS,11.5,0.0,0.0
100029238.0,Axe Shower Gel 250Ml Black,PCS,15.75,0.0,0.0
100029271.0,Axe Shower Gel 250Ml Sport Blast,PCS,15.75,0.0,0.0
100029282.0,Palmolive Shower Cream 250Ml Strawberry,PCS,17.0,0.0,0.0
100050554.0,Axe Shower Gel 250Ml Black Night,PCS,15.75,0.0,0.0
